agent,contrast,task,sr_ref,sr_treat,delta_sr,p_value,q_value,victim
qwen3-vl-plus,group:none,qq_8,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,qq_9,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,rimet_0,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,rimet_1,1.0000,0.0000,-1.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,rimet_10,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,rimet_11,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,rimet_12,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,rimet_13,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,rimet_14,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,rimet_15,1.0000,0.0000,-1.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,rimet_16,0.0000,1.0000,+1.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,rimet_17,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,rimet_18,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,rimet_19,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,rimet_2,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,rimet_3,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,rimet_4,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,rimet_5,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,rimet_6,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,rimet_7,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,rimet_8,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,rimet_9,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,seeyou_0,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,seeyou_1,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,seeyou_10,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,seeyou_11,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,seeyou_12,0.0000,1.0000,+1.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,seeyou_13,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,seeyou_14,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,seeyou_15,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,seeyou_16,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,seeyou_17,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,seeyou_18,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,seeyou_19,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,seeyou_2,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,seeyou_3,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,seeyou_4,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,seeyou_5,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,seeyou_6,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,seeyou_7,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,seeyou_8,1.0000,0.0000,-1.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,seeyou_9,1.0000,0.0000,-1.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_0,0.0000,1.0000,+1.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_1,0.0000,1.0000,+1.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_10,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_11,0.0000,1.0000,+1.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_12,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_13,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_14,0.0000,1.0000,+1.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_15,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_16,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_17,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_18,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_19,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_2,1.0000,0.0000,-1.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_20,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_21,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_22,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_23,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_24,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_25,0.0000,1.0000,+1.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_26,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_27,0.0000,1.0000,+1.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_28,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_29,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_3,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_4,0.0000,1.0000,+1.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_5,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_6,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_7,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_8,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,tonghuashun_9,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_0,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_1,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_10,1.0000,0.0000,-1.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_11,1.0000,0.0000,-1.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_12,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_13,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_14,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_15,0.0000,1.0000,+1.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_16,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_17,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_18,1.0000,0.0000,-1.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_19,1.0000,0.0000,-1.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_2,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_20,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_21,1.0000,0.0000,-1.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_22,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_23,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_24,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_25,0.0000,1.0000,+1.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_26,0.0000,1.0000,+1.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_27,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_28,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_29,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_3,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_4,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_5,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_6,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_7,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_8,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:none,wuba_9,0.0000,1.0000,+1.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,articlenews_12,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,articlenews_13,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,articlenews_15,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,articlenews_16,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,articlenews_19,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,articlenews_4,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,baidubrowser_13,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,baidubrowser_14,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,baidubrowser_15,1.0000,0.0000,-1.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,baidubrowser_16,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,baidubrowser_17,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,baidubrowser_18,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,baidubrowser_7,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,bili_13,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,bili_17,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,bili_18,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,bili_27,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,bili_28,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,fanqieread_17,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,fanqieread_18,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,fanqieread_25,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,fanqieread_26,1.0000,0.0000,-1.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,fanqieread_5,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,fanqieread_6,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,minimap_13,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,minimap_15,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,minimap_16,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,neteasemusic_19,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,neteasemusic_21,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,neteasemusic_22,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,neteasemusic_26,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,neteasemusic_28,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,neteasemusic_7,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,neteasemusic_8,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,pinduoduo_16,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,pinduoduo_26,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,pinduoduo_27,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,pinduoduo_28,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,pinduoduo_7,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,qq_12,0.0000,1.0000,+1.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,qq_13,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,qq_15,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,qq_19,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,qq_2,1.0000,0.0000,-1.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,qq_20,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,qq_27,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,rimet_16,0.0000,1.0000,+1.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,rimet_17,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,rimet_18,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,rimet_19,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,rimet_4,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,seeyou_19,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,seeyou_5,0.0000,1.0000,+1.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,seeyou_6,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,seeyou_7,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,tonghuashun_27,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,tonghuashun_28,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,tonghuashun_29,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,tonghuashun_9,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,wuba_12,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,wuba_23,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,wuba_24,0.0000,0.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,wuba_26,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,wuba_27,1.0000,1.0000,+0.0000,1.000000,1.000000,0
qwen3-vl-plus,group:official,wuba_7,1.0000,0.0000,-1.0000,1.000000,1.000000,0
